1;649;2024-10-11;2024-12-10;4461.22;42;79;84
1;281;2024-10-11;2024-12-10;156.5;67;79;84
1;888;2024-10-11;2024-10-18;778.16;71;79;84
1;511;2024-10-11;2025-10-11;4381.35;55;79;84
1;458;2024-10-11;2025-10-11;1501.59;11;79;84
1;184;2024-10-11;2025-10-11;2181.36;44;79;84
1;943;2024-10-11;2025-01-09;1328.82;79;79;84
1;735;2024-10-11;2024-12-10;387.94;85;79;84
1;179;2024-10-11;2025-01-09;4421.96;86;79;84
1;137;2024-10-11;2025-01-09;1496.19;46;79;84
1;351;2024-10-11;2025-10-11;3373.72;72;79;84
1;118;2024-10-11;2024-10-25;582.59;5;79;84
2;535;2025-02-08;2025-05-09;2991.04;72;25;135
2;531;2025-02-08;2025-08-07;2560.85;3;25;135
2;792;2025-02-08;2025-02-15;3414.4;16;25;135
2;431;2025-02-08;2025-02-22;2286.1;7;25;135
2;229;2025-02-08;2025-05-09;4180.76;89;25;135
2;158;2025-02-08;2025-03-10;3253.04;70;25;135
2;771;2025-02-08;2025-02-22;269.88;84;25;135
2;822;2025-02-08;2025-03-10;3598.05;24;25;135
2;296;2025-02-08;2025-08-07;1296.11;9;25;135
2;325;2025-02-08;2025-02-22;3824.35;27;25;135
2;469;2025-02-08;2025-02-15;4573.55;99;25;135
2;80;2025-02-08;2025-03-10;4234.88;42;25;135
3;530;2025-03-12;2025-03-26;666.47;36;73;36
3;535;2025-03-12;2025-04-11;1847.3;65;73;36
3;447;2025-03-12;2026-03-12;1087.24;86;73;36
3;893;2025-03-12;2025-04-11;4048.39;76;73;36
3;272;2025-03-12;2026-03-12;1620.39;88;73;36
3;198;2025-03-12;2025-05-11;1115.16;28;73;36
3;931;2025-03-12;2025-05-11;1873.2;6;73;36
3;834;2025-03-12;2025-03-26;449.27;52;73;36
3;224;2025-03-12;2025-04-11;776.11;66;73;36
3;420;2025-03-12;2025-04-11;865.88;49;73;36
3;924;2025-03-12;2026-03-12;3574.22;35;73;36
3;482;2025-03-12;2025-05-11;1965.34;92;73;36
3;149;2025-03-12;2026-03-12;495.74;7;73;36
3;364;2025-03-12;2025-05-11;3257.4;87;73;36
3;590;2025-03-12;2025-09-08;1641.72;81;73;36
4;975;2024-11-13;2024-11-27;4304.58;69;73;117
4;659;2024-11-13;2025-02-11;1065.53;68;73;117
4;369;2024-11-13;2024-12-13;662.79;90;73;117
4;340;2024-11-13;2024-12-13;359.35;18;73;117
4;442;2024-11-13;2025-01-12;758.89;28;73;117
4;306;2024-11-13;2025-05-12;1808.04;69;73;117
4;65;2024-11-13;2025-01-12;4907.98;61;73;117
4;191;2024-11-13;2024-11-20;1021.45;60;73;117
4;528;2024-11-13;2025-02-11;3690.91;39;73;117
4;405;2024-11-13;2025-01-12;4267.79;96;73;117
4;377;2024-11-13;2025-02-11;3941.82;7;73;117
4;323;2024-11-13;2025-02-11;3755.93;24;73;117
4;719;2024-11-13;2025-05-12;3568.46;16;73;117
4;630;2024-11-13;2024-12-13;2019.42;78;73;117
4;873;2024-11-13;2024-11-20;3523.52;35;73;117
4;963;2024-11-13;2024-12-13;3591.52;28;73;117
4;761;2024-11-13;2024-12-13;2679.78;16;73;117
4;739;2024-11-13;2024-11-20;4326.32;76;73;117
5;185;2025-02-02;2026-02-02;2453.89;94;79;68
5;65;2025-02-02;2025-08-01;1512.78;7;79;68
5;664;2025-02-02;2025-04-03;3976.54;44;79;68
5;937;2025-02-02;2025-03-04;2244.38;94;79;68
5;494;2025-02-02;2026-02-02;938.96;37;79;68
5;40;2025-02-02;2025-05-03;2176.97;72;79;68
5;422;2025-02-02;2025-02-16;1086.67;40;79;68
5;77;2025-02-02;2025-05-03;869.31;64;79;68
5;509;2025-02-02;2025-03-04;1133.14;79;79;68
5;102;2025-02-02;2026-02-02;3275.11;51;79;68
6;589;2025-01-01;2025-06-30;1566.44;19;79;16
6;780;2025-01-01;2026-01-01;4673.61;67;79;16
6;936;2025-01-01;2025-01-08;1897.59;70;79;16
6;387;2025-01-01;2025-03-02;4259.1;95;79;16
6;618;2025-01-01;2025-01-15;4458.41;16;79;16
6;945;2025-01-01;2025-01-31;2350.09;96;79;16
6;125;2025-01-01;2025-01-31;3519.82;78;79;16
6;85;2025-01-01;2026-01-01;443.29;34;79;16
6;846;2025-01-01;2025-01-15;3331.58;27;79;16
6;982;2025-01-01;2025-01-15;1818.35;45;79;16
6;8;2025-01-01;2025-01-15;939.9;93;79;16
6;973;2025-01-01;2025-01-15;52.35;53;79;16
6;154;2025-01-01;2025-03-02;2789.67;65;79;16
6;988;2025-01-01;2025-04-01;502.65;47;79;16
6;612;2025-01-01;2025-04-01;3813.57;5;79;16
6;480;2025-01-01;2025-01-08;1132.28;10;79;16
6;16;2025-01-01;2025-01-08;2564.65;47;79;16
7;725;2024-07-13;2024-07-20;3004.71;29;21;81
7;316;2024-07-13;2024-08-12;3121.89;41;21;81
7;180;2024-07-13;2024-10-11;2170.93;48;21;81
7;51;2024-07-13;2024-07-20;4780.63;100;21;81
7;902;2024-07-13;2024-10-11;3007.75;31;21;81
7;524;2024-07-13;2025-01-09;1468.72;42;21;81
7;489;2024-07-13;2024-07-27;905.02;2;21;81
7;206;2024-07-13;2024-10-11;4362.48;84;21;81
7;28;2024-07-13;2024-08-12;2369.49;85;21;81
7;732;2024-07-13;2025-07-13;2962.6;66;21;81
7;200;2024-07-13;2025-07-13;1691.91;70;21;81
7;920;2024-07-13;2024-07-20;4127.01;100;21;81
7;255;2024-07-13;2024-07-27;2795.68;60;21;81
7;984;2024-07-13;2024-07-27;1014.15;73;21;81
7;642;2024-07-13;2024-10-11;964.92;19;21;81
7;307;2024-07-13;2024-10-11;1785.67;10;21;81
8;475;2024-06-26;2025-06-26;3446.44;42;52;16
8;613;2024-06-26;2024-07-03;1224.36;8;52;16
8;253;2024-06-26;2024-08-25;4967.64;94;52;16
8;728;2024-06-26;2024-12-23;785.24;93;52;16
8;562;2024-06-26;2024-07-10;4202.15;88;52;16
8;107;2024-06-26;2025-06-26;3971.54;87;52;16
8;430;2024-06-26;2024-07-26;2222.63;71;52;16
8;661;2024-06-26;2024-07-10;2620.07;27;52;16
8;654;2024-06-26;2025-06-26;126.45;76;52;16
8;773;2024-06-26;2024-07-26;4880.16;89;52;16
8;489;2024-06-26;2024-09-24;1873.52;1;52;16
8;410;2024-06-26;2024-07-03;247.15;39;52;16
8;845;2024-06-26;2024-09-24;4048.22;58;52;16
8;890;2024-06-26;2024-07-10;2602.17;79;52;16
8;11;2024-06-26;2024-12-23;1189.02;82;52;16
8;34;2024-06-26;2024-07-03;1957.42;17;52;16
8;283;2024-06-26;2024-09-24;1376.94;43;52;16
8;215;2024-06-26;2024-08-25;3058.59;50;52;16
8;41;2024-06-26;2024-08-25;4139.34;68;52;16
8;199;2024-06-26;2024-07-03;1355.6;91;52;16
9;454;2025-01-20;2025-02-19;1401.26;70;47;73
9;469;2025-01-20;2025-07-19;3995.44;63;47;73
9;956;2025-01-20;2025-07-19;2446.13;59;47;73
9;134;2025-01-20;2025-02-03;2976.67;91;47;73
9;338;2025-01-20;2025-07-19;4834.5;100;47;73
9;659;2025-01-20;2025-01-27;4224.32;49;47;73
9;901;2025-01-20;2025-02-03;1015.1;41;47;73
9;605;2025-01-20;2025-02-03;1249.77;3;47;73
9;367;2025-01-20;2025-04-20;4648.2;54;47;73
9;644;2025-01-20;2025-03-21;2806.61;78;47;73
9;518;2025-01-20;2026-01-20;481.79;28;47;73
9;986;2025-01-20;2025-02-03;4702.92;89;47;73
9;459;2025-01-20;2025-03-21;4009.28;6;47;73
9;825;2025-01-20;2026-01-20;1102.93;93;47;73
9;914;2025-01-20;2025-03-21;711.39;77;47;73
9;653;2025-01-20;2025-02-03;3776.4;23;47;73
10;687;2025-01-08;2025-03-09;4480.98;1;52;73
10;63;2025-01-08;2026-01-08;1952.25;62;52;73
10;169;2025-01-08;2025-07-07;3179.64;10;52;73
10;456;2025-01-08;2025-02-07;4721.62;13;52;73
10;995;2025-01-08;2025-03-09;3692.52;40;52;73
10;393;2025-01-08;2026-01-08;4518.04;62;52;73
10;677;2025-01-08;2025-03-09;2788.06;79;52;73
10;768;2025-01-08;2025-01-15;1442.47;80;52;73
10;346;2025-01-08;2025-01-22;2993.3;73;52;73
10;1000;2025-01-08;2025-01-15;1889.53;5;52;73
10;28;2025-01-08;2025-01-22;690.81;35;52;73
10;813;2025-01-08;2026-01-08;958.83;4;52;73
10;555;2025-01-08;2025-02-07;773.97;32;52;73
10;467;2025-01-08;2025-04-08;4706.77;60;52;73
10;263;2025-01-08;2025-07-07;191.25;50;52;73
10;176;2025-01-08;2025-01-15;4164.9;95;52;73
10;848;2025-01-08;2025-04-08;3480.61;31;52;73
10;251;2025-01-08;2025-07-07;1033.29;15;52;73
10;617;2025-01-08;2025-03-09;1207.84;55;52;73
11;976;2024-11-14;2025-05-13;1748.97;35;30;112
11;307;2024-11-14;2025-02-12;3482.37;66;30;112
11;558;2024-11-14;2025-05-13;3913.72;92;30;112
11;118;2024-11-14;2024-12-14;3267.08;23;30;112
11;807;2024-11-14;2025-01-13;3209.96;15;30;112
11;127;2024-11-14;2025-05-13;3660.2;38;30;112
11;436;2024-11-14;2024-11-28;1073.99;1;30;112
11;519;2024-11-14;2025-11-14;4237.56;87;30;112
11;748;2024-11-14;2024-12-14;2494.17;33;30;112
11;422;2024-11-14;2025-01-13;321.76;67;30;112
11;948;2024-11-14;2024-12-14;2648.37;32;30;112
11;9;2024-11-14;2024-11-28;748.37;21;30;112
11;853;2024-11-14;2025-02-12;4982.69;55;30;112
12;833;2024-10-07;2024-12-06;1415.62;61;47;77
12;746;2024-10-07;2025-04-05;2830.33;52;47;77
12;25;2024-10-07;2024-12-06;546.15;13;47;77
12;382;2024-10-07;2024-10-14;1057.75;34;47;77
12;893;2024-10-07;2025-10-07;3129.33;63;47;77
12;541;2024-10-07;2024-10-14;1536.24;75;47;77
12;204;2024-10-07;2024-12-06;3277.06;19;47;77
12;762;2024-10-07;2025-01-05;2606.87;13;47;77
12;42;2024-10-07;2024-12-06;1998.34;66;47;77
12;990;2024-10-07;2024-10-21;4053.11;55;47;77
12;961;2024-10-07;2024-10-14;1257.1;76;47;77
12;491;2024-10-07;2025-10-07;2886.69;18;47;77
12;810;2024-10-07;2024-10-21;3940.71;18;47;77
13;939;2024-10-08;2025-01-06;4212.96;22;30;83
13;253;2024-10-08;2025-04-06;4656.39;67;30;83
13;1;2024-10-08;2025-10-08;509.98;60;30;83
13;251;2024-10-08;2025-10-08;289.04;26;30;83
13;724;2024-10-08;2024-12-07;3548.83;67;30;83
13;442;2024-10-08;2025-04-06;1157.62;19;30;83
13;830;2024-10-08;2025-10-08;2116.52;7;30;83
13;315;2024-10-08;2024-12-07;3549.41;18;30;83
13;761;2024-10-08;2024-12-07;634.61;2;30;83
13;300;2024-10-08;2024-10-15;203.32;94;30;83
13;191;2024-10-08;2024-12-07;4110.9;10;30;83
13;500;2024-10-08;2024-12-07;1076.1;47;30;83
13;510;2024-10-08;2025-10-08;1653.57;27;30;83
13;975;2024-10-08;2024-10-15;1682.91;66;30;83
13;361;2024-10-08;2024-10-15;3490.89;61;30;83
13;471;2024-10-08;2024-11-07;1792.04;72;30;83
14;839;2024-12-15;2025-12-15;2432.44;39;68;145
14;279;2024-12-15;2024-12-29;4420.02;54;68;145
14;394;2024-12-15;2024-12-29;3209.71;33;68;145
14;871;2024-12-15;2025-03-15;2884.5;69;68;145
14;62;2024-12-15;2025-01-14;1401.89;56;68;145
14;328;2024-12-15;2025-02-13;4213.31;82;68;145
14;422;2024-12-15;2025-01-14;2912.31;34;68;145
14;725;2024-12-15;2025-06-13;4057.71;74;68;145
14;620;2024-12-15;2025-01-14;3587.26;24;68;145
14;468;2024-12-15;2025-01-14;836.55;72;68;145
15;429;2024-07-29;2024-08-12;2046.7;74;17;13
15;88;2024-07-29;2025-07-29;2535.21;51;17;13
15;471;2024-07-29;2024-08-12;3815.61;86;17;13
15;805;2024-07-29;2024-08-28;1915.53;54;17;13
15;994;2024-07-29;2024-08-12;1802.56;97;17;13
15;729;2024-07-29;2024-08-12;3448.32;4;17;13
15;523;2024-07-29;2025-07-29;3742.32;11;17;13
15;718;2024-07-29;2024-08-05;68.04;86;17;13
15;263;2024-07-29;2024-08-12;4257.17;92;17;13
15;786;2024-07-29;2024-10-27;3096.15;56;17;13
15;726;2024-07-29;2024-09-27;4315.73;51;17;13
15;265;2024-07-29;2024-10-27;3935.93;2;17;13
15;530;2024-07-29;2024-08-28;691.94;77;17;13
16;187;2024-07-30;2024-09-28;2061.2;79;62;139
16;463;2024-07-30;2024-08-29;301.8;77;62;139
16;617;2024-07-30;2024-08-06;1235.33;37;62;139
16;610;2024-07-30;2024-08-13;4254.79;45;62;139
16;261;2024-07-30;2025-01-26;2373.8;65;62;139
16;343;2024-07-30;2024-08-29;3534.71;90;62;139
16;925;2024-07-30;2024-08-06;697.37;9;62;139
16;282;2024-07-30;2024-08-29;2758.47;38;62;139
